40999.00,2022-09-25,华硕（ASUS） 玩家国度DIYi9-12900KS水禽显卡游戏玩家国度台式电脑水冷太阳神华硕猛禽 配置七：i9-12900KS/ROG 3090 TI,华硕电脑配件旗舰店
3999.00,2022-09-25,华硕微星七彩虹3060/3060ti 3070/3080/3080ti 3090 电竞游戏独立二手显卡 七彩虹 战斧 RTX3080 12G豪华版LHR,起航二手电脑专营店
24499.00,2022-09-25,官祺 战神系列12700KF/高端DIY RGB游戏主机全套 配置四：12700KF+RTX 3090 TI,官祺数码专营店
48999.00,2022-09-25,cloud hin 云轩双路至强8375C/5320高频运算仿真模拟渲染服务器图形视觉工作站电脑主机 双路至强8375C 64核心128线程 2.9G RTX 3090 24G显卡+128G内存,云轩/Cloudhin旗舰店
11299.00,2022-09-25,影驰 RTX 3090 名人堂HOF高端台式机电脑吃鸡电竞游戏专业独立显卡永劫无间游戏图形设计显卡Ti HOF OC LAB Edition 官方标配,台通电脑DIY专营店
125999.00,2022-09-25,朴赛 深度学习主机四路RTX 3090 显卡GPU服务器工作站人工智能运算图形渲染训练4U机架式主机 RTX A6000 48G显卡*4张+128G内存,朴赛旗舰店
14799.00,2022-09-25,官祺 i7/i9 12900K/RTX3080Ti/ 3090 Ti台式DIY电脑主机水冷组装游戏整机 配置二:i9 12900K+RTX3080 1,官祺数码专营店
2899.00,2022-09-25,华硕微星七彩虹3060/3060ti 3070/3080/3080ti 3090 电竞游戏独立二手显卡 电竞叛客 RTX3070TI X3W 8G 白色,起航二手电脑专营店
3999.00,2022-09-25,磐镭 rtx3060/3070ti/3080/ 3090 游戏光追专业设计电脑视频剪辑独立台式机显卡 RTX3070TI 8G,磐镭数码官方旗舰店
48999.00,2022-09-25,cloud hin 云轩双路至强8375C/5320高频运算仿真模拟渲染服务器图形视觉工作站电脑主机 双路至强8375C 64核心128线程 2.9G RTX 3090 24G显卡+128G内存,云轩/Cloudhin旗舰店
4099.00,2022-09-25,华硕（ASUS） RTX3070\\RTX3080\\RTX 3090 Ti系列显卡电竞游戏显卡独立显卡 ATS-RTX3070-O8G-GAMING巨齿鲨,瑞达中腾官方旗舰店
11799.00,2022-09-25,技嘉魔鹰GIGABYTE GeForce RTX 3090 Ti GAMING 24G电竞游戏设计智能学习电脑独立显卡支持4K,技嘉京东自营官方旗舰店
